Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
12927,perfect food great service service total customer attention weak point high price sometimes always wait always lot people restaurant,4,4,"{'neg': 0.109, 'neu': 0.599, 'pos': 0.292, 'compound': 0.7096}"
12928,perfect service dishes served pleasant atmosphere well located ponta negra price although high worth quality food recommended,5,5,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8957}"
12929,traditional christmas restaurants good dishes good service good cost also recommend,5,5,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.8807}"
12930,top notch restaurant delicious food first time service good location like price says price worth,5,5,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.8957}"
12931,never forget best shrimp restaurant ever eaten life countries cities compare restaurants hope open city,3,5,"{'neg': 0.169, 'neu': 0.602, 'pos': 0.229, 'compound': 0.0511}"
12932,right point visit natal cuisine high level service quality efficiency sides unique reservation times wait time get place,4,4,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}"
12933,restaurant praise location service food super attentive waiters super pleasant atmosphere worth going often,5,5,"{'neg': 0.0, 'neu': 0.352, 'pos': 0.648, 'compound': 0.9485}"
12934,best brazilian restaurants world specialty preparing shrimp excellent food dishes well served even serve two people proportional cost talk desserts spectacular part,5,5,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.875}"
12935,hmmm miss restaurant twice time tried regional dishes potiguar shrimp wonderful coconut shrimp provided great conversation incredible moments worth trying,5,4,"{'neg': 0.059, 'neu': 0.586, 'pos': 0.355, 'compound': 0.8442}"
12936,simply best christmas restaurant excellent service expensive food dishes serve two people well,5,5,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.875}"
12937,best restaurants christmas wonderful food quality dishes generous affordable price questions number 1 christmas,5,5,"{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.91}"
12938,delicious delicious food well served attentive friendly staff super cheap drink jug juice cheap glass places sp worth,5,5,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.9552}"
12939,three times row christmas able enjoy delicacies restaurant consider best country including accessibility view well plentiful tasty food fair cost pleasure taste several dishes also sought recommend shrimp dijon mustard desserts juices drinks also excellent besides pastel shrimp back christmas year great restaurant let check,5,5,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.9771}"
12940,restaurant already ranked 5 best brazil opinion number dishes generous high quality pleasant atmosphere quick friendly service choose order local fruit juice taste liking need pay highly recommend,5,5,"{'neg': 0.034, 'neu': 0.461, 'pos': 0.505, 'compound': 0.9606}"
12941,beautiful restaurant great service high quality food alone found lacking self service buffet rather large individual dish limit type meal price cheap individual dishes saw menu larger meals person fair price,4,4,"{'neg': 0.051, 'neu': 0.687, 'pos': 0.262, 'compound': 0.8519}"
12942,comfortable restaurant pleasant dishes shown menu 2 people generous portion perhaps serving 3 people fair price take account excellent service especially quality dishes recommend,5,5,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9563}"
12943,restaurant good service rating 10 huge variety dishes choose excellent value money dishes two people huge worth paying talk tasty food doubts best restaurants recommend,5,5,"{'neg': 0.054, 'neu': 0.396, 'pos': 0.55, 'compound': 0.9584}"
12944,3 couples shrimps ordered 3 different dishes already informed dish served two people left lot food sure eat 3 people dare say 4 depending hunger ordered shrimp sauce 04 cheeses simply delicious pleasant atmosphere good service downside wait line get table soon come back 25 minutes wait dishes main ones vary 80 100 reais said well served,4,5,"{'neg': 0.062, 'neu': 0.715, 'pos': 0.222, 'compound': 0.8834}"
12945,great restaurant demand christmas excellent service fair price wonderful atmosphere recommended dish international shrimp doubt spectacular ordered,5,5,"{'neg': 0.135, 'neu': 0.338, 'pos': 0.527, 'compound': 0.9118}"
12946,restaurant excellent quality everything always delicious beautiful view beach price little salty likes seafood excellent option,5,5,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9553}"
12947,restaurant waiting room luxurious comfortable main view via ponta negra waiting time short chatting understand dishes vary around 90 reais written menu 2 people true 4 people eat moderately girlfriend ordered whiting shrimps vegetables delicious dish,4,5,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.8689}"
12948,every time go christmas go restaurant excellent food fair price delicious dessert salads also good worth going,5,5,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.926}"
12949,nice evening good service food arrives quickly cheap spent horrible lunch beach tibau sul dish two people range r8000,3,5,"{'neg': 0.139, 'neu': 0.635, 'pos': 0.226, 'compound': 0.296}"
12950,international standard restaurant friendly trilingual waiters great food mandatory stop,5,5,"{'neg': 0.131, 'neu': 0.357, 'pos': 0.512, 'compound': 0.7506}"
12951,beautiful place clean luxurious bathroom great service view beach ponta negra went found super expensive dishes arrived pay restaurants christmas super tasty food well served attentive waiters say enough huge variety dishes took choose eat lol dessert show unfortunately last day christmas tasted good eaten,5,5,"{'neg': 0.057, 'neu': 0.512, 'pos': 0.431, 'compound': 0.9771}"
12952,well located restaurant easy find transfer service sometimes wait table although always crowded wait short time worth shrimp great make grilled fish wonderful refined atmosphere prices expensive,5,5,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9287}"
12953,humble opinion best restaurant christmas refined atmosphere great service excellent dinner option romantic family hearty dishes delicious food great options wine highly recommended,5,5,"{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9766}"
12954,wonderful dishes well served girlfriend ended lot food left dishes serve 4 people easily summary wonderful food ambiance exquisite service much price quality ambience service size dish large shrimps found 83 reais super cheap recommend,5,5,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9538}"
12955,visited restaurant first time christmas 5 6 years ago every time go christmas dishes well served options wonderful course love dishes shrimp difficult recommend one dish delicious menu nice atmosphere beautiful people well organized details restaurant full always full worth,5,5,"{'neg': 0.044, 'neu': 0.488, 'pos': 0.469, 'compound': 0.9732}"
12956,restaurant excellent atmosphere location service food really amazing unfortunately take hotel restaurant always full waiting line,5,5,"{'neg': 0.114, 'neu': 0.554, 'pos': 0.332, 'compound': 0.7282}"
12957,food unparalleled flavor great seasoning excellent choice seafood lovers,5,5,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.9042}"
12958,shrimps definitely tasty gastronomic experiences addition excellent service wait try appetizers wait table including good cachaca open appetite recommend shrimp corner mangrove served risotto meat crab greek shrimp international shrimp,4,5,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8957}"
12959,restaurant well located recently renovated beautiful renovated beautiful elegant dishes excellent come christmas miss eating restaurant,5,5,"{'neg': 0.057, 'neu': 0.353, 'pos': 0.59, 'compound': 0.9442}"
12960,welltrained waiters polite menu wonderful variety basic dishes shrimp beautiful environment good,5,5,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.8885}"
12961,wonderful start arrival leave excellent food service enjoy delicious dishes well taken care well served,5,5,"{'neg': 0.04, 'neu': 0.234, 'pos': 0.726, 'compound': 0.9661}"
12962,christmas trip great pass cameroon restaurant easy place easy access park well trained waiters polite menu wonderful variety count dishes best tried drinks also good good atmosphere recommend,5,5,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.9803}"
12963,good got better besides wonderful shrimp based dishes renovation extremely pleasant environment,5,5,"{'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.92}"
12964,super pleasant airconditioned environment wellprepared dishes seafood various options delicious desserts good,5,5,"{'neg': 0.0, 'neu': 0.367, 'pos': 0.633, 'compound': 0.93}"
12965,restaurant shrimp delicious dishes wonderful ambiance excellent service impeccable love potiguar shrimp good order many dishes eaten international greek think price excellent also obligatory stop,5,5,"{'neg': 0.052, 'neu': 0.428, 'pos': 0.52, 'compound': 0.967}"
12966,location perfect food dish dream different taste certainly leave memory rest life prices high sometimes life let dream come true,5,5,"{'neg': 0.043, 'neu': 0.498, 'pos': 0.459, 'compound': 0.8934}"
12967,good food although better still expensive efficient service depending time need patient waiting table,5,3,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.8225}"
12968,luxurious restaurant environment large place expensive impersonal bad service impatient waiter place order simple price pastry shrimp r1050 dishes also expensive serving two people poorly prepared garnish shrimps flavored probably fresh christmas possible eat better cheap shrimps today sustains name,3,3,"{'neg': 0.163, 'neu': 0.692, 'pos': 0.145, 'compound': -0.2263}"
12969,good found christmas food bad taste seasoning thanks tips got managed eat well two days tapiocaria mud house another restaurant cameroon wonderful food good good luxury restaurant attentive waiters like everyone christmas worth highly recommend,5,5,"{'neg': 0.066, 'neu': 0.471, 'pos': 0.463, 'compound': 0.9589}"
12970,really tradition confirmed good shrimp tried garlic shrimp individual dish tasty well served thought expensive,4,4,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.6444}"
12971,traveled christmas carnival 2012 recommendation friends restaurant camaroes second day accommodation firstly surprised decoration restaurant beautiful organized ordered good tourist try giant prawn strawberry perfect tasty plentiful eat 3 hungry people sure liked came back 3 times beautiful restaurant perfect food fair price top service back christmas sure especially come back delicious restaurant,5,5,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9887}"
12972,ponta negra restaurant well located sophisticated atmosphere pleasant worth visiting good service attentive waiters excellent food plentiful,5,5,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9477}"
12973,best restaurants commoda exceptional place pleasant differentiated service really place enjoy excellent potiguar cuisine place come back often let go,5,5,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.9427}"
12974,let go cheap sao paulo standards dishes good two people course teenage ate dish alone shrimp cure,3,5,"{'neg': 0.101, 'neu': 0.754, 'pos': 0.146, 'compound': 0.2263}"
12975,best food respectable service quiet place recommend wonderful starters talk shrimps,5,5,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9231}"
12976,impeccable service honest prices perfect food reasonable waiting time liked place,5,5,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.8689}"
12977,go christmas eat shrimp,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
12978,restaurant fair price fast service welcoming shrimps great dishes well served best dishes international parisian cheff,5,4,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.9393}"
12979,dishes international shrimp shrimp djon serve 4 people prices fair beautiful atmosphere good service,5,4,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.8442}"
12980,perfect atmosphere lunch family friends super cozy loved decoration food various types shrimp etc hope go,5,5,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9552}"
12981,varied menu well served dishes great value money kids dish example serves two hungry children pleasant atmosphere,5,5,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.8979}"
12982,restaurant renovation beautiful item surprised congratulate owner service courteous staff many speaking languages besides portuguese positive point flavor food besides tasty dish server four people grand finale small cupcake toast candle congratulations sung waiters birthday boy table rating 10 restaurant staff certainly made three customers loyal,5,5,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9805}"
12983,restaurant excellent atmosphere great service delicious food attractive taking account advantages recommend,5,5,"{'neg': 0.0, 'neu': 0.236, 'pos': 0.764, 'compound': 0.9607}"
12984,wonderful restaurant great service delicious food well presented place always full wait 40 minutes normal cheap worth,5,5,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.9382}"
12985,restaurant perfect service delicious food dishes say serve two serve four easily,5,5,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.8689}"
12986,service quality impeccable christmas best restaurant many good dishes hard choose,5,5,"{'neg': 0.085, 'neu': 0.485, 'pos': 0.43, 'compound': 0.7717}"
12987,shrimp restaurant range excellent options suggest strawberry shrimp delicious talk super pleasant atmosphere,5,4,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9393}"
12988,really liked super cozy atmosphere loved decoration food delicious prices little high tight budget scared bill arrived hahaha,5,5,"{'neg': 0.087, 'neu': 0.36, 'pos': 0.554, 'compound': 0.9483}"
12989,camaroes restaurant serves best shrimp town fair price dishes plentiful restaurant often crowded often wait table enter efficient service highly recommended,5,5,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.8858}"
12990,food service physical structure wonderful wine list expensive ambiance worth,4,5,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6808}"
12991,excellent restaurant delicious foodnot mention loved,5,5,"{'neg': 0.0, 'neu': 0.21, 'pos': 0.79, 'compound': 0.9062}"
12992,service exceptional food fresh shrimps wonderful dishes visit christmas dine restaurant,5,4,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7184}"
12993,although already traveled northeast country know shrimp well done tasty well served clean skin large tasty meaning fresh perfectly cooked cooked raw raw seasoned simplicity maintaining flavor shrimp,5,5,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9081}"
12994,restaurant two floors huge waiting room visited sunday 1400h waited approximately 50 minutes sit entrance courtesy cachaca tasting room waiting room tasted shrimp pastries good quality almost mandatory visit fame expectations frustrating front quantity food reasonable exciting delicious extremely crowded wait sit greater service anyway recommend know reputation enough disappoint,5,3,"{'neg': 0.083, 'neu': 0.575, 'pos': 0.343, 'compound': 0.9397}"
12995,despite christmas restaurants closing 2230 mostly new shrimps opened surprised perfect service waiters manager staff helpful attentive two days row second refused another traditional city tabua meat hour shrimps saved birthday served attentive manner previous day 11pm talk quality flavor food need many comments excellent quality presentation service congratulations,4,5,"{'neg': 0.035, 'neu': 0.667, 'pos': 0.298, 'compound': 0.9485}"
12996,restaurant ranking best christmas list friends list pastel shrimp wonderful big dishes tasty hurry wait line,5,5,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9001}"
12997,excellent food dessert hmm everything good three days christmas dinner three days camaroesservice rating 10 super cozy atmosphere definitely back,5,5,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9217}"
12998,food excellent quality friendly service dinner need arrive early restaurant always full,5,5,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7845}"
12999,despite allergic shrimp heard know food great salmon juliana us ate parmigiana shrimp also loved super approved,5,5,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.9484}"
13000,good love recommend children eat fish options,5,5,"{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.8625}"
13001,wonderful elegant atmosphere cozy cold beer pleasant waiters attentive cachacinha regional fruits savor wait table,5,5,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.8779}"
13002,food exceptional seasoning food always new wonderful service cozy atmosphere comfortable restaurant prepared welcome demanding customers,5,5,"{'neg': 0.077, 'neu': 0.444, 'pos': 0.48, 'compound': 0.875}"
13003,every time wonderful shrimp everything clean excellent service excellent rice crab,5,5,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.93}"
13004,already know restaurant several opportunities come quite often christmas time opportunity lunch great friend lives city,5,4,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.9136}"
13005,good restaurant easy access pleasant atmosphere delicious food stay 7 days dinner twice worth price compare good restaurants let go vineyard dish serves 2 people well around 8000,5,5,"{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.9565}"
13006,beautiful atmosphere wait table dishes wonderful well served seasoned fried cassava best ever would go back several times,5,5,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9313}"
13007,good restaurant great value money lunch also available dinner excellent atmosphere great service good organized waiting,5,5,"{'neg': 0.0, 'neu': 0.332, 'pos': 0.668, 'compound': 0.9643}"
13008,best restaurant ideal city celebration tasty food well served good service everything worth,5,5,"{'neg': 0.0, 'neu': 0.356, 'pos': 0.644, 'compound': 0.926}"
13009,excellent food well served attentive waiters wine cellar excellent shrimp meat sun tip delicious,5,5,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9217}"
13010,christmas place know spectacular food combined ambiance wonderful service full waiting see really worth,4,5,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.7089}"
13011,love going restaurant every time go christmas best shrimp christmas seasoning good service great every time friend goes recommend,5,5,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9686}"
13012,family famous restaurant region loved food service good beautiful restaurant little expensive worth,5,5,"{'neg': 0.0, 'neu': 0.422, 'pos': 0.578, 'compound': 0.9066}"
13013,best restaurant camaroes brazil dishes immensely tasty plentiful fair price miss trying pastel camarao,5,5,"{'neg': 0.084, 'neu': 0.576, 'pos': 0.34, 'compound': 0.7096}"
13014,food shrimp restaurant rated 1000 spacious great service masterpiece construction love going,5,5,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.9246}"
13015,lunch unforgettable dinner delicious food pleasant place fair price dishes well served recommend,5,5,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.9169}"
13016,friendly service impressive efficient attract attention highlight certainty food excellent shrimp,5,5,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.9578}"
13017,family fish seafood ordered wonderful meat dish remaining family enjoyed prawns christmas need go slightly expensive restaurant worth every dollar,5,5,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.8242}"
13018,best environments frequented day excellent service wonderful menu diverse fish excellent wine list recommend,5,5,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.9571}"
13019,excellent seafood options natal eat shrimp unacceptable arrive early usually long wait,3,5,"{'neg': 0.18, 'neu': 0.599, 'pos': 0.222, 'compound': 0.1779}"
13020,arrived airport everyone talked natural christmas unanimously said shrimps best restaurant city curiosity made us want visit wanted eat regional ordered two individual dishes first want despite menu necessary conversation manager request accepted advice miss snacks well served filling able leave food left beautiful dinner hotel place lots beautiful people,5,4,"{'neg': 0.044, 'neu': 0.624, 'pos': 0.332, 'compound': 0.9552}"
13021,best restaurant crustaceans,4,5,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}"
13022,wonderful food great atmosphere quick service recommend close best resorts natal,5,5,"{'neg': 0.0, 'neu': 0.326, 'pos': 0.674, 'compound': 0.9382}"
13023,good restaurant cool atmosphere delicious dishes attentive staff recommend,5,4,"{'neg': 0.0, 'neu': 0.305, 'pos': 0.695, 'compound': 0.886}"
13024,right spot visitors shrimp brings seafood flavor table portions always well served recommended two people,4,5,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4404}"
13025,christmas day watch world cup game made right choice shrimps restaurant shopping mall midway knowing fame capacity space arrived early ordered two starters antipasto house shrimp star shrimp breaded sesame dough much better shrimps breaded excellent main course many options accept garcom shrimp cream crab indescribable excellent service quick service want come back christmas stop,4,5,"{'neg': 0.033, 'neu': 0.713, 'pos': 0.254, 'compound': 0.9313}"
13026,cozy restaurant lots queues enter service thought reasonable waiters direct feel like maybe restaurant full,4,3,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}"
13027,seafood first quality best ordered international dish serves three people well,5,4,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.743}"
13028,two restaurants name addresses nearby pray legend owners married separation opened restaurant hope story part perfect quality meal great service divine options taste,5,5,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.9485}"
13029,treat best restaurant crustaceans christmas meals well served fair prices international shrimp go wrong delicious tip get away days peak hours weekends 12 2 pm restaurant busy,5,5,"{'neg': 0.081, 'neu': 0.525, 'pos': 0.394, 'compound': 0.8979}"
13030,definitely great option restaurant well located ponta negra pleasant atmosphere view main food good fantastic price,5,5,"{'neg': 0.0, 'neu': 0.348, 'pos': 0.652, 'compound': 0.9565}"
13031,always visit christmas first thing soon arrive visit wonderful restaurant opinion best country well prepared food divine seasoning green sauce fantastic basil several types prepared dishes tasty shrimps tasty beautiful environment service cuts even better price want eat cheap let go,5,5,"{'neg': 0.036, 'neu': 0.489, 'pos': 0.475, 'compound': 0.9774}"
13032,doubt best restaurants seafood country delicious delicious dishes well presented attentive waiters well informed two houses two standard quality,5,5,"{'neg': 0.08, 'neu': 0.415, 'pos': 0.505, 'compound': 0.9231}"
13033,5 star restaurant pleasant atmosphere fantastic service wonderful cuisine pastel camarao delicacy gods,5,5,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.891}"
13034,excellent restaurant camaroes fair price refined atmosphere good location different dishes,5,5,"{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.836}"
13035,famous christmas beautiful atmosphere excellent service prices vary average r8000 dish 2 eat well definitely back,5,5,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.9081}"
13036,perfect meal great location good service extremely high level cuisine obligatory order caprese shrimp starter day come back christmas back sure,5,5,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9186}"
13037,wonderful restaurant honest value stayed twice christmas dishes generous portions yummy wonderful flavor,5,5,"{'neg': 0.0, 'neu': 0.261, 'pos': 0.739, 'compound': 0.9628}"
13038,exceptional service miss great value money wonderful food delicious atmosphere small queue wait table,5,5,"{'neg': 0.065, 'neu': 0.367, 'pos': 0.567, 'compound': 0.9231}"
13039,place beautiful decoration pleasant atmosphere good service dishes well served delicious highly recommended,5,5,"{'neg': 0.0, 'neu': 0.28, 'pos': 0.72, 'compound': 0.9516}"
13040,unfortunately visited restaurant last day christmas bought halfboard package dinner hotel ate lunch worth food excellent service excellent super well located,5,5,"{'neg': 0.073, 'neu': 0.459, 'pos': 0.468, 'compound': 0.9169}"
13041,excellent food varied menu great atmosphere good service good location easy access,5,4,"{'neg': 0.0, 'neu': 0.298, 'pos': 0.702, 'compound': 0.9477}"
13042,well known shrimp two houses close together excellent options firstly dish easily two people three making prices fall well prices charged sao paulo example great quality service hesitate order petit gateau sensational dessert desserts also full get early,4,5,"{'neg': 0.079, 'neu': 0.629, 'pos': 0.292, 'compound': 0.8885}"
13043,wonderful tasty delicious pleasant place good price well served excellent view good service good recommended,5,5,"{'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.9776}"
13044,beautiful restaurant decorated super welcoming atmosphere food show part good service dishes plentiful quantity flavor try,5,5,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.9274}"
13045,despite holiday restaurant crowded wait long perfect service professional waiters pastel wonderful shrimp main dish day chose crispy shrimp quinoa accompanied risotto brie cheese zucchini almonds wonderful food wonderful service everything perfect beautiful restaurant worth visiting,5,5,"{'neg': 0.041, 'neu': 0.513, 'pos': 0.445, 'compound': 0.9721}"
13046,well presented restaurant dishes plentiful excellent quality always line waiting door,5,5,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}"
13047,excellent restaurant take family recommend especially couples excellent food even recommend greek flame dish,5,5,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9081}"
13048,pleasure visit restaurant stay pont negra classy style restaurant several environments varied menu delicious,5,4,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8834}"
13049,together coconut bamboo excellent servicea beautiful house well prepared serving lot people,5,5,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.891}"
13050,beautiful restaurant various environments varied menu addition seafood also options good price take consideration dishes generous eat 3 4 people great service available parking delicious food go time never let go,5,4,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9578}"
13051,miss camarao strawberry wonderful restaurant excellent pleasant atmosphere everything clean drawback crowded get early better even cheap good well served,5,5,"{'neg': 0.046, 'neu': 0.344, 'pos': 0.61, 'compound': 0.9623}"
13052,want eat well,4,5,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.34}"
13053,good restaurant food atmosphere service problem takes long time enter endless queues waiting worth little salty go two,3,4,"{'neg': 0.12, 'neu': 0.667, 'pos': 0.213, 'compound': 0.2732}"
13054,despite name options like seafood beautiful restaurant located next good hotels holiiday inn parking cost customers want try beautiful shrimps want pay little cheap choose shrimp restaurant located shopping malls midway mall natal shopping,4,5,"{'neg': 0.08, 'neu': 0.616, 'pos': 0.304, 'compound': 0.8686}"
13055,restaurant first time loved wonderful service airconditioned atmosphere wonderful food interesting thing need order two dishes still two people left price good want stay bottom go stairs atmosphere top also good loved decor restaurant parking stay visited dinner approved everything good,5,5,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9842}"
13056,large restaurant beautiful shrimp dishes international chef well served asked 4 people great value money,5,5,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.91}"
13057,top restaurant great value money good service cozy atmosphere delicious dishes super recommend would like come back thousand times stayed 6 nights christmas two dinners shrimp want go days,5,5,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9723}"
13058,recommend visiting restaurant cameroon natal great service space beautiful decoration dishes mouth watering,5,4,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.8885}"
13059,best restaurant christmas quality variety price besides good food pleasant atmosphere sophisticated everything good,5,5,"{'neg': 0.0, 'neu': 0.347, 'pos': 0.653, 'compound': 0.9509}"
13060,addition extremely tasty food beautiful atmosphere attentive waiters everything front beautiful view beach ponta negra rice dish breaded shrimp simply incredible weekends holidays queues full,4,5,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8985}"
13061,restaurant deserves fame ate parisian shrimp delicious expensive dish serves two people well wonderful food delicious atmosphere clean excellent service save room desserts great,5,5,"{'neg': 0.0, 'neu': 0.335, 'pos': 0.665, 'compound': 0.9831}"
13062,dishes well served two lots diversity dishes arrive early restaurant crowded,3,5,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}"
13063,camaroes restaurant june 2014 enchanted came back 3 times lunch wonderful dishes impeccable atmosphere dedicated staff top notch cuisine best prices many kiosks beach visited go christmas spend beautiful restaurant,5,5,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.9595}"
13064,great dishes quality quantity variety price pleasant atmosphere however queue generally long worth sacrificing going 1 hour desired time,5,5,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.886}"
13065,best restaurant specializing shrimp meals menu wide variety dishes well served great price top notch restaurant,5,5,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9042}"
13066,worth waiting long lines restaurant wonderful food fair price dishes sophistication restaurant excellent service sure restaurant dish well served risotto shrimp gods,5,5,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.9325}"
13067,wonderful food fair prices regional dish chestnuts example arrive early book always full,5,5,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}"
13068,cameroon may 214 despite specialized restaurant shrimpbased dishes chose try serigado fish dish hearty meal dish 2 people served well 3 4 people affordable price tried mangada juice garcos recommendation fell love fruit,4,4,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.743}"
13069,excellent restaurant fast service good food high level cuisine lots variety,5,5,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}"
13070,best value money compared restaurants value charged good fast service,5,5,"{'neg': 0.096, 'neu': 0.267, 'pos': 0.636, 'compound': 0.8779}"
